asset,exchange,timestamp,open,high,low,close,volume
TCS,NSE,2026-07-24 07:00:00+00:00,2248.9,2258.0,2244.7,2258.0,153599
TCS,NSE,2026-07-24 07:15:00+00:00,2258.0,2259.9,2250.0,2250.5,122141
TCS,NSE,2026-07-24 07:30:00+00:00,2250.5,2251.5,2248.3,2249.5,59424
TCS,NSE,2026-07-24 07:45:00+00:00,2249.1,2253.3,2248.2,2249.7,78076
TCS,NSE,2026-07-24 08:00:00+00:00,2249.8,2251.2,2243.0,2245.9,61976
TCS,NSE,2026-07-24 08:15:00+00:00,2245.9,2251.0,2244.0,2249.3,159823
TCS,NSE,2026-07-24 08:30:00+00:00,2249.2,2257.9,2247.9,2257.3,86237
TCS,NSE,2026-07-24 08:45:00+00:00,2257.7,2257.9,2252.0,2253.6,64958
TCS,NSE,2026-07-24 09:00:00+00:00,2253.6,2257.2,2252.1,2253.5,81210
TCS,NSE,2026-07-24 09:15:00+00:00,2254.0,2257.0,2253.2,2255.6,56827
TCS,NSE,2026-07-24 09:30:00+00:00,2255.6,2256.5,2253.0,2255.0,200055
TCS,NSE,2026-07-24 09:45:00+00:00,2255.1,2255.7,2250.0,2250.2,221347
TCS,NSE,2026-07-27 03:45:00+00:00,2286.0,2291.0,2272.4,2289.5,419075
TCS,NSE,2026-07-27 04:00:00+00:00,2289.8,2313.0,2288.1,2307.5,494477
TCS,NSE,2026-07-27 04:15:00+00:00,2307.6,2308.9,2296.6,2302.5,296405
TCS,NSE,2026-07-27 04:30:00+00:00,2302.5,2312.0,2298.7,2310.8,275091
TCS,NSE,2026-07-27 04:45:00+00:00,2310.5,2315.0,2304.0,2304.0,214555
TCS,NSE,2026-07-27 05:00:00+00:00,2304.5,2308.0,2303.1,2305.6,107093
TCS,NSE,2026-07-27 05:15:00+00:00,2305.6,2306.0,2295.6,2303.5,138910
TCS,NSE,2026-07-27 05:30:00+00:00,2303.7,2307.6,2293.8,2294.0,117267
TCS,NSE,2026-07-27 05:45:00+00:00,2294.8,2312.4,2293.0,2310.5,232859
TCS,NSE,2026-07-27 06:00:00+00:00,2310.8,2311.8,2306.0,2310.1,197023
TCS,NSE,2026-07-27 06:15:00+00:00,2310.1,2310.2,2303.4,2305.1,92958
